ISBNs,ISSN,Título,Abstract,Autor,Ano,CI1,CI2,CI3,CI1_GEMINI,CI2_GEMINI,CI3_GEMINI
978-1-6654-3813-1,,Goal-Centralized Metamodel Based Requirements Integration for Machine Learning Systems,"Designing a software model using Unified Modeling Language (UML) does not fully integrate some essential model elements, including goals and non-functional requirements. However, it can extend model elements and relationships through the UML profile to develop model components. In this study, we propose a goal-centralized metamodel that explicitly captures functional and non-functional requirements-based goal-oriented analysis for machine learning systems in an integrated manner. This study aims to present the integration approaches to specific ML model elements that focus on modeling and analyzing goals and scenarios.",H. T. Tun; J. H. Husen; N. Yoshioka; H. Washizaki; Y. Fukazawa,2021,False,False,False,7.0,5.0,2.0
979-8-3315-0219-5,,Investigating Issues That Lead to Code Technical Debt in Machine Learning Systems,"[Context] Technical debt (TD) in machine learning (ML) systems, much like its counterpart in software engineering (SE), holds the potential to lead to future rework, posing risks to productivity, quality, and team morale. Despite growing attention to TD in SE, the understanding of ML-specific code-related TD remains underexplored. [Objective] This paper aims to identify and discuss the relevance of code-related issues that lead to TD in ML code throughout the ML workflow. [Method] The study first compiled a list of 34 potential issues contributing to TD in ML code by examining the phases of the ML workflow, their typical associated activities, and problem types. This list was refined through two focus group sessions involving nine experienced ML professionals, where each issue was assessed based on its occurrence contributing to TD in ML code and its relevance. [Results] The list of issues contributing to TD in the source code of ML systems was refined from 34 to 30, with 24 of these issues considered highly relevant. The data pre-processing phase was the most critical, with 14 issues considered highly relevant. Shortcuts in code related to typical pre-processing tasks (e.g., handling missing values, outliers, inconsistencies, scaling, rebalancing, and feature selection) often result in “patch fixes” rather than sustainable solutions, leading to the accumulation of TD and increasing maintenance costs. Relevant issues were also found in the data collection, model creation and training, and model evaluation phases. [Conclusion] We have made the final list of issues available to the community and believe it will help raise awareness about issues that need to be addressed throughout the ML workflow to reduce TD and improve the maintainability of ML code.",R. Ximenes; A. P. S. Alves; T. Escovedo; R. Spinola; M. Kalinowski,2025,True,False,False,7.0,6.0,6.0
978-1-6654-4470-5,,MLOps Challenges in Multi-Organization Setup: Experiences from Two Real-World Cases,"The emerging age of connected, digital world means that there are tons of data, distributed to various organizations and their databases. Since this data can be confidential in nature, it cannot always be openly shared in seek of artificial intelligence (AI) and machine learning (ML) solutions. Instead, we need integration mechanisms, analogous to integration patterns in information systems, to create multi-organization AI/ML systems. In this paper, we present two real-world cases. First, we study integration between two organizations in detail. Second, we address scaling of AI/ML to multi-organization context. The setup we assume is that of continuous deployment, often referred to DevOps in software development. When also ML components are deployed in a similar fashion, term MLOps is used. Towards the end of the paper, we list the main observations and draw some final conclusions. Finally, we propose some directions for future work.",T. Granlund; A. Kopponen; V. Stirbu; L. Myllyaho; T. Mikkonen,2021,True,True,True,7.0,6.0,7.0
979-8-3503-2259-0,2832-7578,Teaching MLOps in Higher Education through Project-Based Learning,"Building and maintaining production-grade ML-enabled components is a complex endeavor that goes beyond the current approach of academic education, focused on the optimization of ML model performance in the lab. In this paper, we present a project-based learning approach to teaching MLOps, focused on the demonstration and experience with emerging practices and tools to automatize the construction of ML-enabled components. We examine the design of a course based on this approach, including laboratory sessions that cover the end-to-end ML component life cycle, from model building to production deployment. Moreover, we report on preliminary results from the first edition of the course. During the present year, an updated version of the same course is being delivered in two independent universities; the related learning outcomes will be evaluated to analyze the effectiveness of project-based learning for this specific subject.",F. Lanubile; S. Martínez-Fernández; L. Quaranta,2023,False,False,False,7.0,5.0,2.0
978-1-6654-0337-5,2643-1572,Explainable AI for Software Engineering,"The success of software engineering projects largely depends on complex decision-making. For example, which tasks should a developer do first, who should perform this task, is the software of high quality, is a software system reliable and resilient enough to deploy, etc. However, erroneous decision-making for these complex questions is costly in terms of money and reputation. Thus, Artificial Intelligence/Machine Learning (AI/ML) techniques have been widely used in software engineering for developing software analytics tools and techniques to improve decision-making, developer productivity, and software quality. However, the predictions of such AI/ML models for software engineering are still not practical (i.e., coarse-grained), not explainable, and not actionable. These concerns often hinder the adoption of AI/ML models in software engineering practices. In addition, many recent studies still focus on improving the accuracy, while a few of them focus on improving explainability. Are we moving in the right direction? How can we better improve the SE community (both research and education)?In this tutorial, we first provide a concise yet essential introduction to the most important aspects of Explainable AI and a hands-on tutorial of Explainable AI tools and techniques. Then, we introduce the fundamental knowledge of defect prediction (an example application of AI for Software Engineering). Finally, we demonstrate three successful case studies on how Explainable AI techniques can be used to address the aforementioned challenges by making the predictions of software defect prediction models more practical, explainable, and actionable. The materials are available at https://xai4se.github.io.",C. K. Tantithamthavorn; J. Jiarpakdee,2021,False,False,False,2.0,2.0,6.0
979-8-3315-3707-4,2832-7616,Do Developers Adopt Green Architectural Tactics for ML-Enabled Systems? A Mining Software Repository Study,"As machine learning (ML) and artificial intelligence (AI) technologies become more widespread, concerns about their environmental impact are increasing due to the resource-intensive nature of training and inference processes. Green AI advocates for reducing computational demands while still maintaining accuracy. Although various strategies for creating sustainable ML systems have been identified, their real-world implementation is still underexplored. This paper addresses this gap by studying 168 open-source ML projects on GitHub. It employs a novel large language model (LLM)-based mining mechanism to identify and analyze green strategies. The findings reveal the adoption of established tactics that offer significant environmental benefits. This provides practical insights for developers and paves the way for future automation of sustainable practices in ML systems.",V. De Martino; S. Martínez-Fernández; F. Palomba,2025,False,False,False,7.0,6.0,2.0
978-1-7281-9619-0,,Research on Mixed Teaching of Flipped Classroom in Vocational Colleges in the Era of Artificial Intelligence,"With the rapid development of artificial intelligence, the technology has penetrated deeply into the core areas of high-level education. Higher vocational colleges should help the existing artificial intelligence technology to cultivate more outstanding talents, completely change the traditional teaching mode, make the teaching more scientific, lively and interesting. It should gradually cultivate the ability of students to learn independently, and improve the comprehensive ability, and constantly strengthen the speed and efficiency of basic teaching.",W. Na; L. Shuo; C. Rong; W. Xueting,2020,False,False,False,1.0,1.0,1.0
979-8-3315-0211-9,,How Developers Interact with AI: A Taxonomy of Human-AI Collaboration in Software Engineering,"Artificial intelligence (AI), including large language models and generative AI, is emerging as a significant force in software development, offering developers powerful tools that span the entire development lifecycle. Although software engineering research has extensively studied AI tools in software development, the specific types of interactions between developers and these AI-powered tools have only recently begun to receive attention. Understanding and improving these interactions has the potential to enhance productivity, trust, and efficiency in AI-driven workflows. In this paper, we propose a taxonomy of interaction types between developers and AI tools, identifying eleven distinct interaction types, such as auto-complete code suggestions, command-driven actions, and conversational assistance. Building on this taxonomy, we outline a research agenda focused on optimizing AI interactions, improving developer control, and addressing trust and usability challenges in AI-assisted development. By establishing a structured foundation for studying developer-AI interactions, this paper aims to stimulate research on creating more effective, adaptive AI tools for software development.",C. Treude; M. A. Gerosa,2025,False,False,False,2.0,2.0,6.0
979-8-3315-3685-5,2832-7659,An Empirical Study on Decision-Making Aspects in Responsible Software Engineering for AI,"Incorporating responsible practices into Software Engineering (SE) for Artificial Intelligence (AI) is essential to ensure ethical principles, societal impact, and accountability remain at the forefront of AI system design and deployment. This study investigates the ethical challenges and complexities inherent in Responsible Software Engineering (RSE) for AI, underscoring the need for practical, scenario-driven operational guidelines. Given the complexity of AI and the relative inexperience of professionals in this rapidly evolving field, continuous learning and market adaptation are crucial. Through qualitative interviews with seven practitioners (conducted until saturation), quantitative surveys of $\mathbf{5 1}$ practitioners and static validation of results with four industry experts in AI, this study explores how personal values, emerging roles, and awareness of AI's societal impact influence responsible decision-making in RSE for AI. A key finding is the gap between the current state of the art and actual practice in RSE for AI, particularly in the failure to operationalize ethical and responsible decision-making within the Software Engineering Life Cycle (SELC) for AI. While ethical issues in RSE for AI largely mirror those found in broader SE process, the study highlights a distinct lack of operational frameworks and resources to guide RSE practices for AI effectively. The results reveal that current ethical guidelines are insufficiently implemented at the operational level, reinforcing the complexity of embedding ethics throughout the SELC. The study concludes that interdisciplinary collaboration, H-shaped competencies (Ethical-Technical dual competence), and a strong organizational culture of ethics are critical for fostering RSE practices for AI, with a particular focus on transparency and accountability.",L. M. Rani; F. Mohammadi; R. Feldt; R. B. Svensson,2025,True,True,True,7.0,6.0,7.0
979-8-3503-4595-7,,The Current State of Software Engineering Employing Methods Derived from Artificial Intelligence and Outstanding Challenges,"Although AI has become a buzzword for self-organizing IT applications; its significance to software engineering has not been rigorously examined. To evaluate the current state of advancement, the potential for future development and the risks of AI application to software engineering, this study combines a systematic review of previous research in the field with five qualitative interviews with software developers who use or want to use AI tools in their daily work routines. Research organises findings about the software improvement life sequence. Results show that AI's greatest achievements and potential lie in three areas: a) the systematic evaluation of these data in neural networks; b) the structured analysis of big data pools to discover patterns and novel information clusters; and c) the automated automation of lengthy routine jobs in software development and testing using algorithms, such as for debugging and documentation. As a result, AI shortens the development cycle, reduces expenses, and increases productivity. AI has thus far been dependent on human-made structures and has primarily been reproductive; nonetheless, the automation of software engineering jobs has a major advantage: the creative capacity of human developers is multiplied when using AI tools effectively.",R. Kumar; V. Naveen; P. Kumar Illa; S. Pachar; P. Patil,2023,False,False,False,2.0,2.0,6.0
978-1-6654-4470-5,,Systematic Mapping Study on the Machine Learning Lifecycle,"The development of artificial intelligence (AI) has made various industries eager to explore the benefits of AI. There is an increasing amount of research surrounding AI, most of which is centred on the development of new AI algorithms and techniques. However, the advent of AI is bringing an increasing set of practical problems related to AI model lifecycle management that need to be investigated. We address this gap by conducting a systematic mapping study on the lifecycle of AI model. Through quantitative research, we provide an overview of the field, identify research opportunities, and provide suggestions for future research. Our study yields 405 publications published from 2005 to 2020, mapped in 5 different main research topics, and 31 sub-topics. We observe that only a minority of publications focus on data management and model production problems, and that more studies should address the AI lifecycle from a holistic perspective.",Y. Xie; L. Cruz; P. Heck; J. S. Rellermeyer,2021,True,False,False,7.0,5.0,6.0
979-8-3503-9705-5,2640-0227,A Data Modeling Method for Machine Learning Systems,"Machine learning (ML) technology is advancing rapidly but the existing development process lacks standardized process, and the quality of machine learning system development is difficult to guarantee. Requirement modeling is an important method to ensure software quality. Data is the key factor to distinguish machine learning systems (MLS) from traditional systems. However, there is no effective modeling method and supporting tool to effectively guide researchers in data modeling for MLS. To address this problem, this paper introduces a two-layer data requirements modeling method for MLS and develops a supporting tool for this method to help users better model data. In order to better illustrate our data requirements modeling method and the supporting tool, we give an example of a self-driving system as the case study.",W. Shao; X. Wang,2022,True,False,False,7.0,6.0,3.0
979-8-3315-0219-5,,Addressing Quality Challenges in Deep Learning: The Role of MLOps and Domain Knowledge,"Deep learning (DL) systems present unique challenges in software engineering, especially concerning quality attributes like correctness and resource efficiency. While DL models excel in specific tasks, engineering DL systems is still essential. The effort, cost, and potential diminishing returns of continual improvements must be carefully evaluated, as software engineers often face the critical decision of when to stop refining a system relative to its quality attributes. This experience paper explores the role of MLOps practices―such as monitoring and experiment tracking―in creating transparent and reproducible experimentation environments that enable teams to assess and justify the impact of design decisions on quality attributes. Furthermore, we report on experiences addressing the quality challenges by embedding domain knowledge into the design of a DL model and its integration within a larger system. The findings offer actionable insights into the benefits of domain knowledge and MLOps and the strategic consideration of when to limit further optimizations in DL projects to maximize overall system quality and reliability.",S. Del Rey; A. Medina; X. Franch; S. Martínez-Fernández,2025,True,False,True,7.0,6.0,6.0
978-1-7281-6807-4,2377-570X,Tutorial on a Gamification Toolset for Improving Engagement of Students in Software Engineering Courses,"Few if any would dispute that educating software engineering is a challenging endeavour. Although programming and creating new artefacts can motivate the creativity of students. Other software engineering topics (like e.g. requirement specifications and testing) are not considered very exciting by students. However, these topics are important to develop quality software and insufficient knowledge of students — Europe's future software engineers — in the long run contributes to failing software. The EU Erasmus+ project IMPRESS was set to explore the use of gamification in educating software engineering at the university level. The objective has been to develop a toolset that can help to improve students' engagement, and hence their appreciation, for the taught subjects like software testing and specifications. The proposed tutorial will guide participants through the set of tools developed by the project and introduce how they can use them to improve students' engagement.",T. E. J. Vos; G. Fraser; I. Martinez-Ortiz; R. Prada; A. R. Silva; I. S. W. B. Prasetya,2020,False,False,False,1.0,1.0,1.0
979-8-3315-0219-5,,Towards an Adoption Framework to Foster Trust in AI-Assisted Software Engineering,"The adoption of artificial intelligence (AI) tools, specifically those based on large language models (LLMs), has quickly led to turbulent changes in software engineering practice. However, despite their potential, AI-based tools are often thrust into the development process with little consideration towards establishing trust, a key factor in the adoption of new tooling. With this work, we address this trust gap by focusing on the needs of software engineers to facilitate a trust-based, synergistic adoption framework in AI-assisted software engineering (AI4SE). We aim to identify the key factors influencing trust in AI4SE and to design a practical adoption framework that covers the concrete steps and best practices for a trust-based integration of AI4SE. Finally, we evaluate the designed framework by applying it to a real-world use case with a professional software development team. By treating trust as a core design goal, this research provides practical guidance to improve the developer experience and facilitate a seamless adoption of AI4SE tooling.",M. M. Barón,2025,False,False,False,2.0,,6.0
,1557-9638,Teaching Machine Learning as Part of Agile Software Engineering,"Contribution: A novel undergraduate course design at the intersection of software engineering (SE) and machine learning (ML) based on industry-reported challenges.Background: ML professionals report that building ML systems is different enough that one needs new knowledge about how to infuse ML into software production. For instance, various experts need to be deeply involved with these SE projects, such as business analysts, data scientists, statisticians, and software engineers.Intended Outcomes: The creation of a table detailing and matching industry challenges with course learning objectives, course topics, instructional units, and other related activities.Application Design: Course content was derived from interviewing industry professionals with related experience as well as surveying undergraduate computer science and engineering students. The proposed course style is designed to emulate real-world ML-based SE.Findings: Experienced IT professionals testify that the synergy between ML and agile SE is maturing and now becoming the standard practice. Thus, industry-derived content for a pilot undergraduate course has been successfully crafted at the intersection of SE and ML.",S. Chenoweth; P. K. Linos,2025,False,True,False,7.0,5.0,6.0
978-1-7281-9986-3,,Research on Artificial Intelligence Algorithm and Its Application in Games,"With the in-depth development of intelligent technology, game artificial intelligence (AI) has become the technical core of improving the playability of a game and the main selling point of game promotion, deepening the game experience realm. Modern computer games achieve the realism of games by integrating graphics, physics and artificial intelligence. It is difficult to define the meaning of realistic game experience, but generally speaking, it usually refers to the immersion of the game and the intelligence of non-player characters in the game. As the technical core of improving game playability and the selling point of many commercial games, game artificial intelligence gives players a way to interact with non-player characters in the game, and promotes the realm of game experience to a higher level. Based on this, this paper analyzes the history and present situation of artificial intelligence in game development, and puts forward the possible changes and impacts of artificial intelligence technology based on machine learning on game development in the future.",C. Tang; Z. Wang; X. Sima; L. Zhang,2020,False,False,False,3.0,2.0,2.0
979-8-3315-0219-5,,LoCoML: A Framework for Real-World ML Inference Pipelines,"The widespread adoption of machine learning (ML) has brought forth diverse models with varying architectures, data requirements, introducing new challenges in integrating these systems into real-world applications. Traditional solutions often struggle to manage the complexities of connecting heterogeneous models, especially when dealing with varied technical specifications. These limitations are amplified in large-scale, collaborative projects where stakeholders contribute models with different technical specifications. To address these challenges, we developed LoCoML, a low-code framework designed to simplify the integration of diverse ML models within the context of the Bhashini Project - a large-scale initiative aimed at integrating AI-driven language technologies such as automatic speech recognition, machine translation, text-to-speech, and optical character recognition to support seamless communication across more than 20 languages. Initial evaluations show that LoCoML adds only a small amount of computational load, making it efficient and effective for large-scale ML integration. Our practical insights show that a low-code approach can be a practical solution for connecting multiple ML models in a collaborative environment.",K. Maddireddy; S. K. Methukula; C. Sridhar; K. Vaidhyanathan,2025,False,False,False,7.0,5.0,3.0
979-8-3315-1258-3,2693-8421,Towards Designing User Interfaces for Optimized Human-AI Communication and Supervisory Control in Software Engineering,"User interface design plays a key role in enabling ethical and effective human oversight of artificial intelligence systems. By integrating Human-Centred Artificial Intelligence principles with Supervisory Control Theory through evidence synthesis, this paper identifies key strategies that support trust, transparency, and adaptive collaboration in complex software environments. The proposed framework positions the interface as the mediator between control logic and human values, guiding system behaviour while enhancing user agency. Key considerations include providing timely and task-relevant explanations, supporting calibrated trust and human control, and enabling context-aware and multimodal interactions. The user interfaces must evolve from a passive display to an active space for negotiation and shared decision-making. This approach ensures that automation remains accountable, usable, and responsive to human goals, laying the foundation for sustainable human-AI partnerships in software engineering.",S. Nam; C. C. Ki Chan,2025,False,False,False,,6.0,5.0
,2169-3536,MLOps: A Taxonomy and a Methodology,"Over the past few decades, the substantial growth in enterprise-data availability and the advancements in Artificial Intelligence (AI) have allowed companies to solve real-world problems using Machine Learning (ML). ML Operations (MLOps) represents an effective strategy for bringing ML models from academic resources to useful tools for solving problems in the corporate world. The current literature on MLOps is still mostly disconnected and sporadic. In this work, we review the existing scientific literature and we propose a taxonomy for clustering research papers on MLOps. In addition, we present methodologies and operations aimed at defining an ML pipeline to simplify the release of ML applications in the industry. The pipeline is based on ten steps: business problem understanding, data acquisition, ML methodology, ML training & testing, continuous integration, continuous delivery, continuous training, continuous monitoring, explainability, and sustainability. The scientific and business interest and the impact of MLOps have grown significantly over the past years: the definition of a clear and standardized methodology for conducting MLOps projects is the main contribution of this paper.",M. Testi; M. Ballabio; E. Frontoni; G. Iannello; S. Moccia; P. Soda; G. Vessio,2022,True,False,True,7.0,7.0,4.0
979-8-3503-7897-9,2377-570X,Competence-Oriented Elaboration of Software Engineering Education,"Software engineering requires quite a few competences, technical ones along with non-technical ones. This talk presents some examples of how several interlinked modules in software engineering education were modified, refined and enriched over time. Starting out from largely instructive lectures, the modules were enriched with activating elements that aim at making students discover several relevant issues in software engineering by themselves. Thus, they better understand the rationale behind the methods and techniques that are available for resolving these issues. For instance, students work on a group exercise which clarifies that capturing requirements from stakeholders is a communication process. This is followed by several additional assignments in which student teams prepare and conduct a requirements elicitation session with largely realistic external customers. Besides, we offer additional learning elements in an adaptive digital learning environment, in particular short learning videos. This allows students to revisit topics they did not understand properly or to dive deeper into specific issues in a self-directed fashion. This is supported by AI technology which recommends learning elements that best serve the individual needs and characteristics of the individual learner.",D. Landes,2024,False,False,False,2.0,1.0,2.0
979-8-3503-0426-8,2771-1358,Applications of Artificial Intelligence and Machine Learning in Contemporary Quality Engineering,"The increasing complexity and global competition in various industries have compelled organizations to prioritize quality engineering as a critical factor for success. In recent years, Artificial Intelligence (AI) and Machine Learning (ML) have emerged as transformative technologies with the potential to revolutionize quality engineering practices. This paper explores the applications of artificial intelligence (AI) and machine learning (ML) in contemporary quality engineering. With the rapid growth of technology and increased demand for quality products, there is a need for efficient and effective methods for quality control. AI and ML provide innovative solutions for improving quality engineering processes' accuracy, speed, and consistency.we discuss the role of AI and ML in data analysis and decision-making processes, enabling quality engineers to identify patterns, anomalies, and correlations within vast datasets. These techniques empower organizations to make data-driven decisions, optimize processes, and detect potential quality issues in realtime. The limitations and difficulties of these technologies are discussed, along with potential future lines of investigation. The research presented in this paper suggests that AI and ML hold great promise for revolutionizing quality engineering and raising standards across the board for goods and services.",A. Pradeep,2023,False,False,False,,2.0,5.0
979-8-4007-0572-4,,Towards Trustworthy AI Engineering - A Case Study on integrating an AI audit catalog into MLOps processes,"In recent years, Machine Learning Operations (MLOps) has become increasingly important as more and more Machine Learning (ML) based applications are brought into production. With this widespread, attention must be paid to the application’s trustworthiness. Numerous methods and tools have already been developed in the area of trustworthy AI. However, the integration of those into the MLOps cycle and in particular into the pipeline engineering process is missing. To address this open problem, we analysed an AI audit catalog and translated the respective requirements into a healthcare IT service provider’s MLOps process. In this work, we describe the translation process and present the insights obtained via a case study. Our work highlights the necessary considerations for professionals and the scientific community when dealing with similar challenges in Trustworthy AI engineering and operations and provides clear recommendations.CCS CONCEPTS• Software and its engineering → Agile software development.",L. Helmer; C. Martens; D. Wegener; D. Becker; M. Akila; S. Abbas,2024,True,False,False,7.0,7.0,6.0
978-1-6654-1451-7,,Application of Artificial Intelligence in Human Resource Management Practices,"In the dynamic and competitive world, technology has changed the pace of all the industry. Artificial intelligence is a technology which enables the industry to grow at faster pace and efficiently finishing their work. This technology has entered into various departments such as finance department, human resource department, marketing, production etc. AI system has enabled the organization to enhance their existing performance and efficiently performing functions on a day-to-day basis. Currently, due to dynamic and competitive environment people working at different managerial level are working under pressure and understanding the need of artificial intelligence at workplace. Authors have used quantitative research to conduct the research and regression methods has been used to analyse the data. AI as a technology has a role in the different HR practices starting from talent acquisition and extending it to the assessing the performance of the people at work place. This research will study the relation of artificial intelligence and HR functions and different functions performed by HR department. The objective is to understand the factor like innovativeness and how use of HR operations. To conduct the study HR professionals from different IT companies were considered. Through the analysis the result indicated the positive linkage between different factors such ease of use and innovativeness which clearly indicates that AI has a influence on both the factors. This research paper will provide indepth knowledge about artificial intelligence which is at present a new revolution in industry and referred as industry 4.0.",P. Tiwari; R. Pandey; V. Garg; A. Singhal,2021,False,False,False,1.0,1.0,1.0
979-8-3503-0113-7,,Algorithm Debt: Challenges and Future Paths,"Technical Debt (TD) is the implied cost of additional rework caused by choosing easier solutions in favour of shorter release time. It impacts software maintainability and evolvability, manifesting as different types (e.g., Code, Test, Architecture). Algorithm Debt (AD) is a new TD type recently identified as sub-optimal implementations of algorithm logic in scientific and Artificial Intelligence (AI) software. Given its newness, AD and its impact on AI-driven software remains a research gap. This poster aims to motivate reflective discussion on AD in AI software, by summarising findings, discussing its possible impact, and outlining future areas of work.",E. I. -O. Simon; M. Vidoni; F. H. Fard,2023,False,False,False,7.0,3.0,7.0
978-1-6654-9590-5,,Testing Machine Learning Systems in Industry: An Empirical Study,"Machine learning becomes increasingly prevalent and integrated into a wide range of software systems. These systems, named ML systems, must be adequately tested to gain confidence that they behave correctly. Although many research efforts have been devoted to testing technologies for ML systems, the industrial teams are faced with new challenges on testing the ML systems in real-world settings. To absorb inspirations from the industry on the problems in ML testing, we conducted an empirical study including a survey with 87 responses and interviews with 7 senior ML practitioners from well-known IT companies. Our study uncovers significant industrial concerns on major testing activities, i.e., test data collection, test execution, and test result analysis, and also the good practices and open challenges from the perspective of the industry. (1) Test data collection is conducted in different ways on ML model, data, and code and faced with different challenges. (2) Test execution in ML systems suffers from two major problems: entanglement among the components and the regression on model performance. (3) Test result analysis centers on quantitative methods, e.g., metric-based evaluation, and is combined with some qualitative methods based on practitioners’ experience. Based on our findings, we highlight the research opportunities and also provide some implications for practitioners.",S. Li†; J. Guo†; J. -G. Lou; M. Fan; T. Liu‡; D. Zhang,2022,False,False,False,7.0,6.0,7.0
978-1-4503-9275-4,,Structural Causal Models as Boundary Objects in AI System Development,"Artificial Intelligence (AI), and especially machine learning can be used to find statistical patterns in datasets with thousands of variables with ease. But an understanding of causality is difficult to learn for a machine. For humans however, realising causal relations is often not a difficult process, as we can refer to experience or scientific knowledge. Here we propose the use of structural causal models, represented through direct acyclic graphs, to design, determine, and communicate causal relations hidden beyond the statistical models of an AI. The idea is to make human insight in causal relations explicit and use this knowledge during AI system development. In a joint-industry project we discovered that structural causal models can serve as living boundary objects that facilitate coordination of domain experts, data scientists, systems engineers, and AI experts in AI system development.",H. -M. Heyn; E. Knauss,2022,False,False,False,7.0,6.0,5.0
979-8-3315-0658-2,,Application of Artificial Intelligence in Power Grid,"At present, artificial intelligence has been widely used in power system fault diagnosis, power grid operation and regulation, fault warning system, power grid equipment load prediction and other fields. Artificial intelligence can improve the efficiency and accuracy of fault diagnosis in power system. It can realize intelligent power grid management and optimal dispatching in power grid operation and regulation. In the fault warning system, the power grid faults can be predicted in advance and corresponding measures can be taken. In the load forecasting of power grid equipment, the load changes can be accurately predicted and reasonably adjusted. However, there are still some challenges in the application of AI in the power grid, such as data security and processing. This article provides a comprehensive overview and analysis of the application of artificial intelligence in the power grid.",L. Shi,2024,False,False,False,2.0,2.0,2.0
978-1-7281-2813-9,,A detailed survey of Artificial Intelligence and Software Engineering: Emergent Issues,"Recently, Artificial Intelligence (AI) has become a trend and part of our typical mainstream albeit its existence ages ago. AI is at the top of the list of trending technologies and one of the hottest topics. In the coming decades, the world is going in the direction of increasing automation and cognitive technologies. This study attempts to explore and discuss the tipping points and evolution of AI. Further, it envisions the future impact that the advances of AI would have on occupations in various sectors such as technological unemployment. The study also tackles on the ethical and policy concerns involved in this upcoming AI evolution. Organizations should be able to manage both humans and robots at the same time. Software engineers’ roles will be completely changed. Thus, we need to redesign education in a way that can make the future generations ready for the future that has a totally different requirement than ours. Policies should also be in place. If the AI applications are controlled by particular parties, AI will only represent that narrow and biased specific segment. The researchers should play an important role to make AI a beneficial invention rather than a risk to humanity.",Z. Alkashri; N. Siyam; O. Alqaryouti,2020,False,False,False,2.0,2.0,6.0
979-8-3503-2949-0,,Application of Artificial Intelligence and Visual Programming Technologies in Digital Interactive Project Development,"With the rapid development of artificial intelligence and visual programming technologies, digital interactive project development has entered a new stage. This paper first introduces the basic framework of the development process combining artificial intelligence technology. It then focuses on the implementation method based on Unity-Playmaker visual programming, as well as the experience of extending Playmaker custom scripts using advanced artificial intelligence technologies like ChatGPT. Finally, it demonstrates how to apply flowchart thinking, supplemented by artificial intelligence and visual programming technologies, to implement the basic functional framework of complex AI behavior trees, using the AI behavior tree as a case study. The in-depth integration of artificial intelligence, visual programming and project development processes explored here allows developers to not only improve development efficiency, but also lower the learning curve and achieve better team collaboration. It has important implications for promoting industry technology upgrades.",Y. Li; X. Wang,2023,False,False,False,6.0,5.0,2.0
978-1-6654-9510-3,2768-4644,Handling Non-Fuctional Requirements in IoT-based Machine Learning Systems,"In recent years, IoT and machine learning solutions have garnered immense popularity with the rise of industry 4.0. It is extremely important to document system requirements to deliver solutions that meet customer demands and increase satisfaction. However, the inclusion of non-functional requirements (NFRs) in software systems is either outright neglected or they are introduced in the later stages of the software development lifecycle, which often leads to architectural debt and, in the worst-case scenario, project failure. In the machine learning context, the poor handling of non-functional requirements affects architectural decision-making, which can potentially cripple the resulting system. Furthermore, our knowledge of existing NFRs no longer applies in this context due to the unique quality attribute concerns presented by the ML systems. This work aims to review the relationship between requirements engineering and software architecture w.r.t machine learning and present recently proposed methodologies for documenting and handling NFRs to deliver quality software systems. Three recent methodologies were also highlighted and compared.",A. Khan; I. F. Siddiqui; M. Shaikh; S. Anwar; M. Shaikh,2022,False,False,False,7.0,6.0,6.0
978-1-6654-2856-9,2332-6441,Human-centric Requirements Engineering for Artificial Intelligence Software Systems,"The surge in data availability and processing power has made it possible for Artificial Intelligence (AI) to advance at a faster rate. However, the different nature of AI systems has posed significant new challenges to Requirements Engineering (RE). Literature has shown that AI systems do not use current RE methods. It was also found that data scientists are taking the role of the requirements engineers resulting in software that does not focus on users needs. Building AI software with a human-centric approach has proven to produce more ethical, transparent, inclusive and non-bias outcomes. This research will look into adjusting current RE methodologies to fit into AI systems from a human-centric perspective. The project will aim to establish requirements specifications for human-centric AI and map them into a modeling language. A platform will be used to visually model and present requirements. Finally, I plan to conduct a case study to evaluate the modeling language. To date, I have conducted a Systematic Literature Review (SLR) to find current RE methodologies and challenges in AI and currently in the planning phase of a survey to find adopted practices in the industry.",K. Ahmad,2021,True,False,True,7.0,6.0,6.0
978-1-6654-4488-0,2325-6605,Enterprise Architecture based Representation of Architecture and Design Patterns for Machine Learning Systems,"In this study, we consider projects for the development of machine learning (ML) service systems that apply ML techniques to enterprise functions, and propose a method of representing the architecture and design patterns for ML service systems. Based on the proposed method, we represent the items described in the pattern documents as elements in the enterprise architecture modeling and derived a generic model for ML architecture and designed patterns. By applying the proposed method and the generic pattern model, we analyze an existing ML design pattern and represent it as a model. Through modeling practice, we confirm that an effective use scenario occurs when using the represented model during the project activities, and we can revise or enhance the pattern documents consistently by applying the model.",H. Takeuchi; T. Doi; H. Washizaki; S. Okuda; N. Yoshioka,2021,True,True,False,7.0,7.0,2.0
